File Name,File ID,View URL,AuthorName,Year,Title,AuthorName_Clean,Year_Clean,Title_Clean
Mitrano - 2019 - Two Scientists Share Nobel Prize for the First Time!  A Case Study Developed for Exploring the History of Neuroanatomy.pdf,1JVeqAvTjij6sTNI3nPXBqopq0wJYF-wZ,https://drive.google.com/file/d/1JVeqAvTjij6sTNI3nPXBqopq0wJYF-wZ/view,Mitrano,2019,Two Scientists Share Nobel Prize for the First Time!  A Case Study Developed for Exploring the History of Neuroanatomy,mitrano,2019,two scientists share nobel prize for the first time!  a case study developed for exploring the history of neuroanatomy
Mohammadi et al. - 2020 - The Natural Selection Game Incorporating Active L.pdf,1sG9glJGC8DBW3NWEsRaxTSPg0mRI9oGl,https://drive.google.com/file/d/1sG9glJGC8DBW3NWEsRaxTSPg0mRI9oGl/view,Mohammadi et al.,2020,The Natural Selection Game Incorporating Active L,mohammadi et al.,2020,the natural selection game incorporating active l
Moitra - 2017 - Releasing the GENI integrating authentic microb.pdf,1MLaA7kphkIdIrnYrl4FEReVxTFu6LWDI,https://drive.google.com/file/d/1MLaA7kphkIdIrnYrl4FEReVxTFu6LWDI/view,Moitra,2017,Releasing the GENI integrating authentic microb,moitra,2017,releasing the geni integrating authentic microb
Montiel and Meitzen - 2017 - Interviewing Neuroscientists for an Undergraduate .pdf,1Pidx6Ucw-cJIdMkd_BuNfgU3GA47N7JP,https://drive.google.com/file/d/1Pidx6Ucw-cJIdMkd_BuNfgU3GA47N7JP/view,Montiel and Meitzen,2017,Interviewing Neuroscientists for an Undergraduate,montiel and meitzen,2017,interviewing neuroscientists for an undergraduate
Mooney et al. - 2021 - Is That Minnow in Your Bait Bucket an Invasive Spe.pdf,1WrGhxST2L3YohZtQnyTj7Y6iYHH_cx1f,https://drive.google.com/file/d/1WrGhxST2L3YohZtQnyTj7Y6iYHH_cx1f/view,Mooney et al.,2021,Is That Minnow in Your Bait Bucket an Invasive Spe,mooney et al.,2021,is that minnow in your bait bucket an invasive spe
Moore et al. - 2012 - The Mating Game A Classroom Activity for Undergra.pdf,1R_SR-kAfXARS3t-5h_ZI70qpVfcRoAVj,https://drive.google.com/file/d/1R_SR-kAfXARS3t-5h_ZI70qpVfcRoAVj/view,Moore et al.,2012,The Mating Game A Classroom Activity for Undergra,moore et al.,2012,the mating game a classroom activity for undergra
Moore et al. - 2022 - Integrating Ecological Forecasting into Undergradu.pdf,1wFHrU1QKVL6wQ4YOzEO_sUx-6EyCXVif,https://drive.google.com/file/d/1wFHrU1QKVL6wQ4YOzEO_sUx-6EyCXVif/view,Moore et al.,2022,Integrating Ecological Forecasting into Undergradu,moore et al.,2022,integrating ecological forecasting into undergradu
Morgan - 2022 - Introducing Immunology Research Literature to Unde.pdf,1kACgjVEmJW73EQ7slnjS0fGMXJQAwe88,https://drive.google.com/file/d/1kACgjVEmJW73EQ7slnjS0fGMXJQAwe88/view,Morgan,2022,Introducing Immunology Research Literature to Unde,morgan,2022,introducing immunology research literature to unde
Morrison et al. - 2021 - Innovation in a Time of Crisis Adapting Active Le.pdf,1wmsHxAk7H5UVkgKy_mf0EB18m7JsAkJE,https://drive.google.com/file/d/1wmsHxAk7H5UVkgKy_mf0EB18m7JsAkJE/view,Morrison et al.,2021,Innovation in a Time of Crisis Adapting Active Le,morrison et al.,2021,innovation in a time of crisis adapting active le
"Muilenburg et al. - 2018 - A flexible, multi-week approach to plant biology -.pdf",19VuQfHseK3s19vLVlKdvdO9OdUC38f2B,https://drive.google.com/file/d/19VuQfHseK3s19vLVlKdvdO9OdUC38f2B/view,Muilenburg et al.,2018,"A flexible, multi-week approach to plant biology -",muilenburg et al.,2018,"a flexible, multi-week approach to plant biology -"
Muilenburg et al. - 2020 - My Dog IS My Homework Exploring Canine Genetics t.pdf,1WFuAKlbc6Gak3DjZIAVhh2iOeX8aE0G-,https://drive.google.com/file/d/1WFuAKlbc6Gak3DjZIAVhh2iOeX8aE0G-/view,Muilenburg et al.,2020,My Dog IS My Homework Exploring Canine Genetics t,muilenburg et al.,2020,my dog is my homework exploring canine genetics t
"Mulcahy - 2022 - Biomes, Vegetation Structure, and Canopy Height.pdf",1u0SHL9MN3WhUKzQpDF81Ww7__-pGrntQ,https://drive.google.com/file/d/1u0SHL9MN3WhUKzQpDF81Ww7__-pGrntQ/view,Mulcahy,2022,"Biomes, Vegetation Structure, and Canopy Height",mulcahy,2022,"biomes, vegetation structure, and canopy height"
Murray - 2004 - Effects of Eastern Hemlock (Tsuga canadensis) on the Establishment of Interspecific Seedlings.pdf,1_RDxP18Y7C3EEimeCuu94sBA2NNRhVBi,https://drive.google.com/file/d/1_RDxP18Y7C3EEimeCuu94sBA2NNRhVBi/view,Murray,2004,Effects of Eastern Hemlock (Tsuga canadensis) on the Establishment of Interspecific Seedlings,murray,2004,effects of eastern hemlock (tsuga canadensis) on the establishment of interspecific seedlings
Murren et al. - 2019 - Undergraduates Phenotyping Arabidopsis Knockouts i.pdf,1bR0h3Tvl_CpjFZbUlIDZUVIFezNrN1f-,https://drive.google.com/file/d/1bR0h3Tvl_CpjFZbUlIDZUVIFezNrN1f-/view,Murren et al.,2019,Undergraduates Phenotyping Arabidopsis Knockouts i,murren et al.,2019,undergraduates phenotyping arabidopsis knockouts i
Musante - 2010 - Which Strategy is Best to Ensure the Conservation of Endangered Species.pdf,1MO7X0cVnNCzBAHP5Dg24WVKYc-Ix6jBa,https://drive.google.com/file/d/1MO7X0cVnNCzBAHP5Dg24WVKYc-Ix6jBa/view,Musante,2010,Which Strategy is Best to Ensure the Conservation of Endangered Species,musante,2010,which strategy is best to ensure the conservation of endangered species
Nagel and Nicholas - 2017 - Drugs & the Brain Case-based Instruction for an U.pdf,1BrYkcb8vbAXgzM2elNLiAilan8IcFXb_,https://drive.google.com/file/d/1BrYkcb8vbAXgzM2elNLiAilan8IcFXb_/view,Nagel and Nicholas,2017,Drugs & the Brain Case-based Instruction for an U,nagel and nicholas,2017,drugs & the brain case-based instruction for an u
Nelson - 2021 - Lab activity on effects of mycorrhizal fungi in seed germination.pdf,1wIgRro-yhHf9g7XQSSsKqyiZz5pVH5Ha,https://drive.google.com/file/d/1wIgRro-yhHf9g7XQSSsKqyiZz5pVH5Ha/view,Nelson,2021,Lab activity on effects of mycorrhizal fungi in seed germination,nelson,2021,lab activity on effects of mycorrhizal fungi in seed germination
"Newman and Wright - 2017 - Meiosis A Play in Three Acts, Starring DNA Sequen.pdf",1y3MqWnJMNrzikQd09JrUEFRRQ1v6TCZg,https://drive.google.com/file/d/1y3MqWnJMNrzikQd09JrUEFRRQ1v6TCZg/view,Newman and Wright,2017,"Meiosis A Play in Three Acts, Starring DNA Sequen",newman and wright,2017,"meiosis a play in three acts, starring dna sequen"
Newman et al. - 2020 - Interactive Video Vignettes (IVVs) to Help Student.pdf,1GqftWhPoQMQQxXqoDMm9uedlPRwnP5cr,https://drive.google.com/file/d/1GqftWhPoQMQQxXqoDMm9uedlPRwnP5cr/view,Newman et al.,2020,Interactive Video Vignettes (IVVs) to Help Student,newman et al.,2020,interactive video vignettes (ivvs) to help student
Newman-Griffis et al. - 2020 - Data Analysis Recitation Activities Support Better.pdf,1gjAZHAaAImaEPhpcSIFMGLE6wXYN4ZQ-,https://drive.google.com/file/d/1gjAZHAaAImaEPhpcSIFMGLE6wXYN4ZQ-/view,Newman-Griffis et al.,2020,Data Analysis Recitation Activities Support Better,newman-griffis et al.,2020,data analysis recitation activities support better
Nguyen - 2017 - Grasshopper DCMD  An Undergraduate Electrophysiol.pdf,14TzUbVRe0JVwBxkaPSRS9cBH_0TaJOFb,https://drive.google.com/file/d/14TzUbVRe0JVwBxkaPSRS9cBH_0TaJOFb/view,Nguyen,2017,Grasshopper DCMD  An Undergraduate Electrophysiol,nguyen,2017,grasshopper dcmd  an undergraduate electrophysiol
Nguyen et al. - 2020 - Evaluating environmental drivers of disease outbre.pdf,1IFB8hsZKfkBNNs-GP1Mqnk2CLRrheQPK,https://drive.google.com/file/d/1IFB8hsZKfkBNNs-GP1Mqnk2CLRrheQPK/view,Nguyen et al.,2020,Evaluating environmental drivers of disease outbre,nguyen et al.,2020,evaluating environmental drivers of disease outbre
"Nippert - 2005 - Comparing the Influence of Precipitation, Fire, and Topography on Plant Productivity in the Tallgrass Prairie.pdf",1bfqAdcn7uEVMWeFo9unwa0IPVqwuUv44,https://drive.google.com/file/d/1bfqAdcn7uEVMWeFo9unwa0IPVqwuUv44/view,Nippert,2005,"Comparing the Influence of Precipitation, Fire, and Topography on Plant Productivity in the Tallgrass Prairie",nippert,2005,"comparing the influence of precipitation, fire, and topography on plant productivity in the tallgrass prairie"
Novick and Catley - 2018 - Teaching tree thinking in an upper level organisma.pdf,1D1hSJfuc3Q0o83-fGey8Ge-juGLcmXYU,https://drive.google.com/file/d/1D1hSJfuc3Q0o83-fGey8Ge-juGLcmXYU/view,Novick and Catley,2018,Teaching tree thinking in an upper level organisma,novick and catley,2018,teaching tree thinking in an upper level organisma
O'Connor - 2016 - Follow the Sulfur Using Yeast Mutants to Study a .pdf,1i1DZiS74v0Yu69o_6dccBkG7U1Jo-TGo,https://drive.google.com/file/d/1i1DZiS74v0Yu69o_6dccBkG7U1Jo-TGo/view,O'Connor,2016,Follow the Sulfur Using Yeast Mutants to Study a,o'connor,2016,follow the sulfur using yeast mutants to study a
O'Neill - 2016 - Hacking Scrabble A Novel Activity for Teaching Sampling Principles and Species Accumulation Curves.pdf,1oSlOXIMc43FGldv1l4xgXzpYNaZDaarQ,https://drive.google.com/file/d/1oSlOXIMc43FGldv1l4xgXzpYNaZDaarQ/view,O'Neill,2016,Hacking Scrabble A Novel Activity for Teaching Sampling Principles and Species Accumulation Curves,o'neill,2016,hacking scrabble a novel activity for teaching sampling principles and species accumulation curves
Oberbauer et al. - 2021 - Enhancing student scientific literacy through part.pdf,1KsfCao9Q8vPimD6fP_tIq0YAciSWDIQH,https://drive.google.com/file/d/1KsfCao9Q8vPimD6fP_tIq0YAciSWDIQH/view,Oberbauer et al.,2021,Enhancing student scientific literacy through part,oberbauer et al.,2021,enhancing student scientific literacy through part
Ochoa et al. - 2019 - A modular laboratory course using planarians to st.pdf,1Fw5p6EOypj_w1s7Vg4G_cIKCwjet08W1,https://drive.google.com/file/d/1Fw5p6EOypj_w1s7Vg4G_cIKCwjet08W1/view,Ochoa et al.,2019,A modular laboratory course using planarians to st,ochoa et al.,2019,a modular laboratory course using planarians to st
Ogilvie - 2019 - The Mysterious Case of Patient X A Case Study for.pdf,1QEvbxSWpachw8qGICfQdKwBLcZyt6PpE,https://drive.google.com/file/d/1QEvbxSWpachw8qGICfQdKwBLcZyt6PpE/view,Ogilvie,2019,The Mysterious Case of Patient X A Case Study for,ogilvie,2019,the mysterious case of patient x a case study for
Olimpo et al. - 2018 - Incorporating an Interactive Statistics Workshop i.pdf,1gARqPXds7EZjeG0BnPzRL8umzKk1vsGv,https://drive.google.com/file/d/1gARqPXds7EZjeG0BnPzRL8umzKk1vsGv/view,Olimpo et al.,2018,Incorporating an Interactive Statistics Workshop i,olimpo et al.,2018,incorporating an interactive statistics workshop i
Orlofske - 2018 - Parasites – They’re what’s for dinner Investigati.pdf,1t_Zr_-Nsqm7RNm_1_T7njVc6_vBSw8ns,https://drive.google.com/file/d/1t_Zr_-Nsqm7RNm_1_T7njVc6_vBSw8ns/view,Orlofske,2018,Parasites – They’re what’s for dinner Investigati,orlofske,2018,parasites – they’re what’s for dinner investigati
"Orr - 2010 - Review for interdisiplinary science course (stream ecology, watersheds).pdf",1szvhg8n5AMJoEiRhuR6fqHnLJfC2bWJW,https://drive.google.com/file/d/1szvhg8n5AMJoEiRhuR6fqHnLJfC2bWJW/view,Orr,2010,"Review for interdisiplinary science course (stream ecology, watersheds)",orr,2010,"review for interdisiplinary science course (stream ecology, watersheds)"
Ortiz and Kowalo - 2020 - Use of historical death certificates as a tool to .pdf,1MxZU8zU2fky65iOBed2F9JQv5MCFx5-Q,https://drive.google.com/file/d/1MxZU8zU2fky65iOBed2F9JQv5MCFx5-Q/view,Ortiz and Kowalo,2020,Use of historical death certificates as a tool to,ortiz and kowalo,2020,use of historical death certificates as a tool to
Ortiz-Barney - 2005 - The Floristic Relay Game: A Board Game to Teach Plant Community Succession and Disturbance Dynamics.pdf,1sNRmnbyb0IGPcgazeESYxsMlQDX2f1Sk,https://drive.google.com/file/d/1sNRmnbyb0IGPcgazeESYxsMlQDX2f1Sk/view,Ortiz-Barney,2005,The Floristic Relay Game: A Board Game to Teach Plant Community Succession and Disturbance Dynamics,ortiz-barney,2005,the floristic relay game: a board game to teach plant community succession and disturbance dynamics
Oufiero - 2019 - Organismal Form and Function Lab.pdf,1kBhWq38pLLSpsxo3XfabtU5bS6M7Lqkj,https://drive.google.com/file/d/1kBhWq38pLLSpsxo3XfabtU5bS6M7Lqkj/view,Oufiero,2019,Organismal Form and Function Lab,oufiero,2019,organismal form and function lab
Oufiero - 2019 - The Organismal Form and Function Lab-Course A New.pdf,1IzoeUGm84dgRIQdsxB-HBB6Hg1XIgVzB,https://drive.google.com/file/d/1IzoeUGm84dgRIQdsxB-HBB6Hg1XIgVzB/view,Oufiero,2019,The Organismal Form and Function Lab-Course A New,oufiero,2019,the organismal form and function lab-course a new
Palavalli-Nettimi et al. - 2022 - Papers to Podcasts Curriculum for Developing Scie.pdf,12NTM_uXHkpXS3EfMeVTIAu6nuN5fGzWM,https://drive.google.com/file/d/12NTM_uXHkpXS3EfMeVTIAu6nuN5fGzWM/view,Palavalli-Nettimi et al.,2022,Papers to Podcasts Curriculum for Developing Scie,palavalli-nettimi et al.,2022,papers to podcasts curriculum for developing scie
"Palmer - 2021 - Sex, camoflage, marvelous adaptations a writing assignment that inspires.pdf",1OndhK-0q4Q04fQAoDov1rnBEbQzLuwy1,https://drive.google.com/file/d/1OndhK-0q4Q04fQAoDov1rnBEbQzLuwy1/view,Palmer,2021,"Sex, camoflage, marvelous adaptations a writing assignment that inspires",palmer,2021,"sex, camoflage, marvelous adaptations a writing assignment that inspires"
Palmer et al. - 2020 - Exploring Species Interactions with Snapshot Sere.pdf,1BpPrQgiE18_9-xQQsqDe5sxDATXoMEKg,https://drive.google.com/file/d/1BpPrQgiE18_9-xQQsqDe5sxDATXoMEKg/view,Palmer et al.,2020,Exploring Species Interactions with Snapshot Sere,palmer et al.,2020,exploring species interactions with snapshot sere
Palmisano et al. - 2022 - A laboratory module that explores RNA interference.pdf,1r7ATCJlh-EW2_czuMQhL_QDhip4CODjX,https://drive.google.com/file/d/1r7ATCJlh-EW2_czuMQhL_QDhip4CODjX/view,Palmisano et al.,2022,A laboratory module that explores RNA interference,palmisano et al.,2022,a laboratory module that explores rna interference
Paradise and Bartkovich - 2021 - Integrating Citizen Science with Online Biological.pdf,18uQSQzk1anbijUdecMWExwPurOys7LFD,https://drive.google.com/file/d/18uQSQzk1anbijUdecMWExwPurOys7LFD/view,Paradise and Bartkovich,2021,Integrating Citizen Science with Online Biological,paradise and bartkovich,2021,integrating citizen science with online biological
Park and Tonkyn - 2015 - How many species are there Determining species ri.pdf,16YsEZFVoP3ytIPVWZF2JyfoM_Z93iTu3,https://drive.google.com/file/d/16YsEZFVoP3ytIPVWZF2JyfoM_Z93iTu3/view,Park and Tonkyn,2015,How many species are there Determining species ri,park and tonkyn,2015,how many species are there determining species ri
"Parks and Taylor - 2022 - Development of a Remote, Course-Based Undergraduat.pdf",1B7ccfDrMwE4S3YVlXkVgJMteu9jlqgM0,https://drive.google.com/file/d/1B7ccfDrMwE4S3YVlXkVgJMteu9jlqgM0/view,Parks and Taylor,2022,"Development of a Remote, Course-Based Undergraduat",parks and taylor,2022,"development of a remote, course-based undergraduat"
Parrish - 2004 - Pollination Ecology: Field Studies of Insect Visitation and Pollen Transfer Rates.pdf,1lYiY35rYPZYdgZ4w5xHaifQXaOMnFlXW,https://drive.google.com/file/d/1lYiY35rYPZYdgZ4w5xHaifQXaOMnFlXW/view,Parrish,2004,Pollination Ecology: Field Studies of Insect Visitation and Pollen Transfer Rates,parrish,2004,pollination ecology: field studies of insect visitation and pollen transfer rates
Parrotta et al. - 2019 - Gotcha! Which fly trap is the best An introductio.pdf,17ikhqrazn8KJ8xxhiMozszqcdMVut8vH,https://drive.google.com/file/d/17ikhqrazn8KJ8xxhiMozszqcdMVut8vH/view,Parrotta et al.,2019,Gotcha! Which fly trap is the best An introductio,parrotta et al.,2019,gotcha! which fly trap is the best an introductio
Partin - 2021 - U-CARE Undergraduate Coral Aquarium Research Experience.pdf,1WGjHNKT2zX1bCBisCVjW6Oh2ddgVho2L,https://drive.google.com/file/d/1WGjHNKT2zX1bCBisCVjW6Oh2ddgVho2L/view,Partin,2021,U-CARE Undergraduate Coral Aquarium Research Experience,partin,2021,u-care undergraduate coral aquarium research experience
Pauly - 2000 - Fish on Line.pdf,1hQqkLAV2-HGa1RTAhR6hNmlo28Ktq7L4,https://drive.google.com/file/d/1hQqkLAV2-HGa1RTAhR6hNmlo28Ktq7L4/view,Pauly,2000,Fish on Line,pauly,2000,fish on line
Pavlova - 2021 - Student-Driven Design-and-Improve Modules to Explo.pdf,1B3vtMo5oZ9DDlTj28SAh-AWvtmkdGRaQ,https://drive.google.com/file/d/1B3vtMo5oZ9DDlTj28SAh-AWvtmkdGRaQ/view,Pavlova,2021,Student-Driven Design-and-Improve Modules to Explo,pavlova,2021,student-driven design-and-improve modules to explo
Pearce et al. - 2013 - Inquiry-based investigation in biology laboratorie.pdf,1ePI2qjneFuMDUxQ0fPlbjpIi2FimKOyX,https://drive.google.com/file/d/1ePI2qjneFuMDUxQ0fPlbjpIi2FimKOyX/view,Pearce et al.,2013,Inquiry-based investigation in biology laboratorie,pearce et al.,2013,inquiry-based investigation in biology laboratorie
Pelletreau - 2016 - A clicker-based case study that untangles student thinking about the processes in the central dogma.pdf,1ay2v1UvIhYWUtN-uLltTVydNJrEeaSrc,https://drive.google.com/file/d/1ay2v1UvIhYWUtN-uLltTVydNJrEeaSrc/view,Pelletreau,2016,A clicker-based case study that untangles student thinking about the processes in the central dogma,pelletreau,2016,a clicker-based case study that untangles student thinking about the processes in the central dogma
Petersen - 2021 - Open-Ended Inquiry into Zebrafish Nerve Developmen.pdf,12p9o3uiTBjRTyAGcNvk8y3mssVEljYd6,https://drive.google.com/file/d/12p9o3uiTBjRTyAGcNvk8y3mssVEljYd6/view,Petersen,2021,Open-Ended Inquiry into Zebrafish Nerve Developmen,petersen,2021,open-ended inquiry into zebrafish nerve developmen
Peterson - 2018 - Teaching Dose-response Relationships Through Aminoglycoside Block of Mechanotransduction Channels in Lateral Line Hair Cells of Larval Zebrafish.pdf,1YZkPybzJ-e3NxH8-y-83-A1gUojkgIwU,https://drive.google.com/file/d/1YZkPybzJ-e3NxH8-y-83-A1gUojkgIwU/view,Peterson,2018,Teaching Dose-response Relationships Through Aminoglycoside Block of Mechanotransduction Channels in Lateral Line Hair Cells of Larval Zebrafish,peterson,2018,teaching dose-response relationships through aminoglycoside block of mechanotransduction channels in lateral line hair cells of larval zebrafish
Peterson et al. - 2015 - Teaching RNAseq at Undergraduate Institutions A t.pdf,1C6cFi9q7CL85RSpXcP4ApOagPnzmn_Hf,https://drive.google.com/file/d/1C6cFi9q7CL85RSpXcP4ApOagPnzmn_Hf/view,Peterson et al.,2015,Teaching RNAseq at Undergraduate Institutions A t,peterson et al.,2015,teaching rnaseq at undergraduate institutions a t
Petrie - 2020 - There're CRISPRs in My Yogurt A Discovery-Based C.pdf,1wLYG9HZ4e2lnUFPCMVri2Gdx2PZnQ4KE,https://drive.google.com/file/d/1wLYG9HZ4e2lnUFPCMVri2Gdx2PZnQ4KE/view,Petrie,2020,There're CRISPRs in My Yogurt A Discovery-Based C,petrie,2020,there're crisprs in my yogurt a discovery-based c
Petrie and Xie - 2021 - Resequencing of Microbial Isolates A Lab Module t.pdf,1V1HO18_csDvKmdnj8sYsLltmZDfGduXd,https://drive.google.com/file/d/1V1HO18_csDvKmdnj8sYsLltmZDfGduXd/view,Petrie and Xie,2021,Resequencing of Microbial Isolates A Lab Module t,petrie and xie,2021,resequencing of microbial isolates a lab module t
Peyton and Skorupa - 2021 - Integrating CUREs in Ongoing Research Undergradua.pdf,1WQC_D1n-4dHXE8_Gf_1PGgUQz97dtMlC,https://drive.google.com/file/d/1WQC_D1n-4dHXE8_Gf_1PGgUQz97dtMlC/view,Peyton and Skorupa,2021,Integrating CUREs in Ongoing Research Undergradua,peyton and skorupa,2021,integrating cures in ongoing research undergradua
